	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	group	FC_4
FBgn0029809	FBgn0029809	2.39554225673834	-0.852854866923961	1.49760298008227	-0.569479947801057	0.569030475050551	NA	No-Change	
FBgn0029810	FBgn0029810	1.85457796594123	0.213505186591382	1.38480402397223	0.15417718528789	0.877470030591845	NA	No-Change	
FBgn0029812	FBgn0029812	0.379283307167277	-1.81523634018696	3.27991019224082	-0.553440866911907	0.579961561660595	NA	No-Change	
FBgn0029813	FBgn0029813	60.8952513686488	0.0774797548682832	0.239297564375139	0.323779956016688	0.746104632232944	0.938688190503593	No-Change	
FBgn0029814	FBgn0029814	0.205179425543192	-1.34766256347639	3.80099939486246	-0.354554795588216	0.722923146532446	NA	No-Change	
FBgn0029815	FBgn0029815	0.239024731530338	-1.52068180267249	3.79478235603523	-0.400729649291742	0.688619179150368	NA	No-Change	
FBgn0029817	FBgn0029817	0.582277238407969	1.47963359062619	2.50603319348682	0.590428568333317	0.554903362313882	NA	No-Change	
FBgn0029818	FBgn0029818	1284.47640163796	0.0694788369443554	0.126225946120443	0.550432292882636	0.582022904456396	0.872571208484762	No-Change	
FBgn0029819	FBgn0029819	665.491234127498	0.0336440096081962	0.142203059038278	0.23659132114127	0.812973853802054	0.958075108775898	No-Change	
FBgn0029820	FBgn0029820	1244.4102172356	-0.247492653175067	0.137987913595864	-1.79358210966155	0.0728798941556343	0.332724955027088	No-Change	
FBgn0029821	FBgn0029821	87.6673954659468	-0.0728939972891549	0.210653859802377	-0.346036846215586	0.729315024021666	0.934290234762117	No-Change	
FBgn0029822	FBgn0029822	642.484434734581	-0.0620726979704083	0.12790814051397	-0.485291223224598	0.627469780421381	0.894967832841936	No-Change	
FBgn0029823	FBgn0029823	2341.89661504105	0.424809416848301	0.166660898580203	2.54894471629089	0.0108049427022792	0.0906822689603213	No-Change	
FBgn0029824	FBgn0029824	288.783376073291	0.153001632272892	0.198145511323592	0.772168045851036	0.440014904511416	0.805948262183695	No-Change	
FBgn0029825	FBgn0029825	87.1814437848698	0.583641114469952	0.244896567242933	2.383214763035	0.0171621787342541	0.128204703779729	No-Change	
FBgn0029826	FBgn0029826	9.88929532965637	0.810238528901487	0.553546692220661	1.463722103823	0.143269893517502	0.492542245664082	No-Change	
FBgn0029827	FBgn0029827	1.25082159003105	-0.540091350293327	1.56357092122973	-0.345421715740628	0.729777353903081	NA	No-Change	
FBgn0029830	FBgn0029830	7.91610963077384	-0.0269729606153557	0.661907989394844	-0.0407503173364261	0.967494947450325	0.992358249568126	No-Change	
FBgn0029831	FBgn0029831	1.3001644167056	-0.986165914014871	1.82207280146067	-0.541232992021126	0.588346999971659	NA	No-Change	
FBgn0029833	FBgn0029833	496.877934050281	0.043869042835516	0.162810845142635	0.269447915444965	0.787585017868243	0.951904240686523	No-Change	
FBgn0029834	FBgn0029834	19.2772904658522	0.129273706871083	0.400432104426233	0.322835520534287	0.746819810648016	0.938688190503593	No-Change	
FBgn0029835	FBgn0029835	0.372198012999843	-0.764643527038959	2.90300739822042	-0.263397030096339	0.792244579452331	NA	No-Change	
FBgn0029837	FBgn0029837	2.09372285814847	0.955693323465433	1.32662967614017	0.720391938047116	0.471283712367123	NA	No-Change	
FBgn0029838	FBgn0029838	1.54416276044078	0.694775254299244	1.45904306216931	0.476185571429436	0.633942177847429	NA	No-Change	
FBgn0029840	FBgn0029840	1058.7503076169	-0.21706766731358	0.167566032819622	-1.29541568575084	0.195176869827608	0.580344140374789	No-Change	
FBgn0029843	FBgn0029843	2.9081749400648	-0.0952770370969023	1.03416528502762	-0.0921294095598628	0.926595222362544	NA	No-Change	
FBgn0029846	FBgn0029846	6.25470353316896	0.166903432688724	0.759289855288811	0.219815175359138	0.826015100449005	0.962483992258816	No-Change	
FBgn0029848	FBgn0029848	13.4149462309722	1.33872339637556	0.493273365228623	2.71395840672462	0.00664845131135754	0.062489545695886	No-Change	
FBgn0029849	FBgn0029849	455.528474345723	-0.279664584527311	0.167449705691406	-1.67014079464974	0.0948915105266152	0.391710789564872	No-Change	
FBgn0029850	FBgn0029850	1431.0724009236	0.238638227734179	0.138372904312768	1.7246022905957	0.084599170366085	0.366121371293348	No-Change	
FBgn0029851	FBgn0029851	28.9133284894702	-0.01293725804783	0.365310955094212	-0.0354143719683785	0.971749324727317	0.992762799498372	No-Change	
FBgn0029853	FBgn0029853	793.167094957897	0.149532816242617	0.115922156831901	1.28994163263763	0.197070924272955	0.583445069535115	No-Change	
FBgn0029854	FBgn0029854	392.158834891818	0.301526366766808	0.132563471371436	2.27458110177234	0.0229310708490764	0.156908489635569	No-Change	
FBgn0029856	FBgn0029856	1610.60692152915	0.252610000238838	1.25460958470675	0.201345504863079	0.840428423321145	0.96390045629284	No-Change	
FBgn0029857	FBgn0029857	615.983889721529	-0.11727613386355	0.142431103394075	-0.823388509032843	0.410287095510003	0.788577192413014	No-Change	
FBgn0029858	FBgn0029858	188.766420559305	0.120063710678739	0.227485544985099	0.527786109164006	0.597647799407126	0.880290503676494	No-Change	
FBgn0029861	FBgn0029861	664.605582180326	0.451831798772043	0.140210396963911	3.22252706329861	0.00127065161498423	0.0165477486817762	No-Change	
FBgn0029863	FBgn0029863	1.13826286080171	1.82584132667744	1.71334721377789	1.06565751062886	0.286578491426047	NA	No-Change	
FBgn0029864	FBgn0029864	3.66257494780835	-0.427667806315754	0.98659455603326	-0.433478781836433	0.664666977515231	NA	No-Change	
FBgn0029866	FBgn0029866	19.1214793985379	-0.169198300078945	0.44088914668452	-0.383766081227706	0.701151829884394	0.921121086684715	No-Change	
FBgn0029867	FBgn0029867	1579.51635704383	-0.134791154097683	0.0955615239779419	-1.41051699980001	0.158387080387502	0.519862821341558	No-Change	
FBgn0029868	FBgn0029868	1094.90357734153	-0.0921512311340216	0.128519176939562	-0.717023197070092	0.473359783464804	0.825783073872165	No-Change	
FBgn0029870	FBgn0029870	2379.62736602355	-0.271922942029725	0.109531306948612	-2.482604742015	0.0130425717608767	0.103437720662968	No-Change	
FBgn0029873	FBgn0029873	925.915508343124	0.0420728190971577	0.147830540615624	0.284601672441635	0.775949329797047	0.949141309770504	No-Change	
FBgn0029874	FBgn0029874	363.318864676664	0.134732864849836	0.190676720082805	0.706603641972263	0.479812825042641	0.828314626493893	No-Change	
FBgn0029877	FBgn0029877	16.37857224199	-0.160530983460878	0.433234340715918	-0.370540763679079	0.710979609524995	0.924657856359777	No-Change	
FBgn0029878	FBgn0029878	1933.39209956218	0.125958335775033	0.121166730714979	1.03954555043104	0.298551085103908	0.705832710404609	No-Change	
FBgn0029879	FBgn0029879	23.2440219703473	0.17347409297597	0.409551562798982	0.423570824123835	0.671878836832462	0.912704499065152	No-Change	
FBgn0029880	FBgn0029880	14.8495408724742	0.289894376448251	0.491050502103265	0.590355523936086	0.554952321876303	0.861248971024172	No-Change	
FBgn0029881	FBgn0029881	4250.07411099798	-0.505754886109527	0.147017363330474	-3.44010309158287	0.000581492646315767	0.0088191317629071	No-Change	
FBgn0029882	FBgn0029882	1087.3655779232	0.0278860109397622	0.132871685561533	0.209871733183126	0.833767784550032	0.962964639029023	No-Change	
FBgn0029885	FBgn0029885	381.146252622383	-0.158555342837984	0.121943156576904	-1.30023977801485	0.193518801137413	0.578136719502056	No-Change	
FBgn0029887	FBgn0029887	1392.78345969463	0.00675538461579306	0.117966445910795	0.0572653059404824	0.95433385683013	0.990713460870893	No-Change	
FBgn0029888	FBgn0029888	594.835651734731	-0.0163222499528876	0.135522073556345	-0.120439789065812	0.904134773670153	0.980473986362449	No-Change	
FBgn0029890	FBgn0029890	79.0507824585144	0.0821649134468928	0.382805985852892	0.214638528349627	0.830049152659721	0.962777478158354	No-Change	
FBgn0029891	FBgn0029891	1205.84752285345	-0.233614890481038	0.138651073205225	-1.68491224107045	0.092005504489502	0.384667010003394	No-Change	
FBgn0029892	FBgn0029892	82.9093818232478	0.404811341895922	0.250422126077934	1.61651587356119	0.105982824243025	0.419012625860881	No-Change	
FBgn0029893	FBgn0029893	2181.3262541011	-0.314884703404361	0.135160370059531	-2.32971175845161	0.0198213906571997	0.141930532087617	No-Change	
FBgn0029894	FBgn0029894	293.512287656406	-0.226921063889069	0.204759248044277	-1.10823352818721	0.267760974392031	0.67316682366996	No-Change	
FBgn0029895	FBgn0029895	118.687611798291	0.627861432539677	0.246889367644544	2.54308817965637	0.0109877495823127	0.091596992093262	No-Change	
FBgn0029896	FBgn0029896	489.892369695729	-2.44502425846968	0.151942786763348	-16.0917428892351	2.91514020091145e-58	3.08931982791591e-55	Down	FBgn0029896
FBgn0029897	FBgn0029897	34483.4126467182	-0.166815770452124	0.228012509060908	-0.731607976856934	0.464407878060727	0.821801292047347	No-Change	
FBgn0029898	FBgn0029898	6.53650366994593	-0.202284701386227	0.798315743472076	-0.253389342550655	0.799967362409544	0.955443372590109	No-Change	
FBgn0029899	FBgn0029899	3329.03640647229	0.0412420757202499	0.106343729698415	0.387818593886167	0.698150284454583	0.920360298994748	No-Change	
FBgn0029903	FBgn0029903	4041.95213772524	0.0948039871452307	0.116013702333367	0.81717922313013	0.413826014141562	0.790563707695303	No-Change	
FBgn0029905	FBgn0029905	691.590278462975	-0.0870415572789111	0.157212953606089	-0.553653851558577	0.579815763764655	0.870956421898785	No-Change	
FBgn0029909	FBgn0029909	7.64995586862732	0.953815253009231	0.63204323262237	1.50909811825975	0.131273710384657	0.470836654325464	No-Change	
FBgn0029911	FBgn0029911	733.400866723226	-0.0916023470930519	0.133436932912355	-0.686484207136405	0.492407819879482	0.833538973765408	No-Change	
FBgn0029912	FBgn0029912	781.184613969211	-0.159997113586141	0.180406294636675	-0.886871014719103	0.375148348578716	0.765369762849391	No-Change	
FBgn0029913	FBgn0029913	102.246925473048	0.231092372231628	0.202168174929722	1.14306998276044	0.253009535986243	0.657980014138457	No-Change	
FBgn0029914	FBgn0029914	346.438044136712	0.0257111506028129	0.131087143843008	0.19613785035705	0.84450227128477	0.964369569852937	No-Change	
FBgn0029915	FBgn0029915	360.835729498035	0.421874145175366	0.158275472430966	2.6654423373108	0.00768871161128147	0.0704701589626425	No-Change	
FBgn0029920	FBgn0029920	0.656675129550762	-1.48146656745077	2.24834452253805	-0.658914393501585	0.509950742506194	NA	No-Change	
FBgn0029922	FBgn0029922	5.87441959775276	-0.269052495135667	0.714100631931152	-0.376771120350454	0.706343704420217	0.923170963250445	No-Change	
FBgn0029924	FBgn0029924	131.881039306894	0.275608303192569	0.21817502740989	1.26324404064255	0.206501489984418	0.59771923253257	No-Change	
FBgn0029925	FBgn0029925	238.094099538899	0.132545208866362	0.14703838527388	0.901432701532176	0.367358300810446	0.758796244125821	No-Change	
FBgn0029928	FBgn0029928	30.7707746181031	0.269469120199796	0.331766786328614	0.812224524286428	0.416662809782036	0.792566143444491	No-Change	
FBgn0029929	FBgn0029929	348.33578999671	-0.0694213809622813	0.14564015531627	-0.476663738867394	0.633601587859044	0.897757406110305	No-Change	
FBgn0029930	FBgn0029930	1.09415035477576	-1.09992512799835	2.00971750404582	-0.547303352726969	0.584170340854369	NA	No-Change	
FBgn0029932	FBgn0029932	3.04843190971075	0.601382311600428	1.04165879576361	0.577331381490973	0.563715618371879	NA	No-Change	
FBgn0029935	FBgn0029935	182.194793189556	-0.279012139583962	0.166902562815503	-1.67170674240866	0.0945821639589014	0.391022109706516	No-Change	
FBgn0029936	FBgn0029936	215.516837183028	0.0715966204201452	0.169434846803698	0.422561366630176	0.672615318601809	0.912781999846968	No-Change	
FBgn0029937	FBgn0029937	783.171127437446	-0.0721548910294046	0.141647094445051	-0.509399019528746	0.610472563456776	0.885909430380885	No-Change	
FBgn0029939	FBgn0029939	7.3989072067746	-0.462384388037087	0.669236537546244	-0.690913245311471	0.489620061863823	0.832407680065034	No-Change	
FBgn0029940	FBgn0029940	0.338587302663714	1.04373713259304	2.98490926547301	0.349671309833815	0.726585387457813	NA	No-Change	
FBgn0029941	FBgn0029941	2684.61084371182	0.154063404389381	0.141414009642268	1.08944937477631	0.275955768109104	0.683081168475617	No-Change	
FBgn0029942	FBgn0029942	197.971181357493	0.0466052956015679	0.18694753808288	0.249296118469912	0.803131733576994	0.956020078101599	No-Change	
FBgn0029943	FBgn0029943	314.204544589439	-0.0582803264979103	0.146580032089748	-0.397600721374017	0.690924528690859	0.919088537127838	No-Change	
FBgn0029944	FBgn0029944	542.570251104599	0.316777054018392	0.139571451489347	2.26964075130057	0.0232293889597289	0.157806448581041	No-Change	
FBgn0029945	FBgn0029945	18.2859158318192	0.702069237266738	0.448026679247025	1.56702551385259	0.117108728066163	0.441265687353302	No-Change	
FBgn0029946	FBgn0029946	3.10835777307706	-0.279010722975783	1.3667266541577	-0.204145226938399	0.838240012460714	NA	No-Change	
FBgn0029948	FBgn0029948	1.02804961368944	0.404361346421074	2.12554819017099	0.190238616226596	0.849122152245938	NA	No-Change	
FBgn0029949	FBgn0029949	3.70982726621436	-1.28852577961976	1.13816756730535	-1.13210551471817	0.257590076668469	NA	No-Change	
FBgn0029950	FBgn0029950	19.3781361794815	-0.568530898750052	0.682416409475477	-0.83311434317214	0.404780245047362	0.783241994074026	No-Change	
FBgn0029951	FBgn0029951	18.454925712121	-0.724719570090842	0.611242822647057	-1.18564921049275	0.23576085973965	0.637532344713229	No-Change	
FBgn0029952	FBgn0029952	0.793578864859682	0.0679989656506786	2.27516099944521	0.0298875401201321	0.976156742955322	NA	No-Change	
FBgn0029955	FBgn0029955	5.59734241439501	0.153179047996174	0.745585811529838	0.205447911732483	0.837222190386355	0.963027714398607	No-Change	
FBgn0029957	FBgn0029957	754.710790559029	0.162797067298389	0.187345358445425	0.86896771101918	0.384864791935249	0.771108338345725	No-Change	
FBgn0029958	FBgn0029958	336.532095241998	0.0517396404404699	0.149156108692587	0.346882476983265	0.728679611586604	0.934115655453524	No-Change	
FBgn0029959	FBgn0029959	347.465357762336	-0.15936401532085	0.124695576596958	-1.27802460736797	0.201240749953454	0.591367959825411	No-Change	
FBgn0029962	FBgn0029962	0.425930979610252	1.47117743425867	2.73184593743586	0.538528697427034	0.590212098474	NA	No-Change	
FBgn0029966	FBgn0029966	0.174687353893076	1.44194664562441	3.79223913201662	0.380236212809084	0.70377008042163	NA	No-Change	
FBgn0029968	FBgn0029968	92.9275058794012	-0.338889878768485	0.210535793314448	-1.60965446033365	0.107473311884252	0.422223697013296	No-Change	
FBgn0029969	FBgn0029969	466.16924863971	-0.220655353348713	0.130995418274801	-1.68445092396915	0.0920945562971045	0.384809092305003	No-Change	
FBgn0029970	FBgn0029970	133.894809536488	0.617482402995674	0.175035757160473	3.52775006097507	0.000419107687905278	0.00664148594030083	No-Change	
FBgn0029971	FBgn0029971	853.549043201927	-0.073183317608205	0.12683292451879	-0.577005678027735	0.563935619843161	0.866288491580054	No-Change	
FBgn0029974	FBgn0029974	33.6404842122599	0.264877695840431	0.314994705540808	0.840895707709332	0.400406363246227	0.780019565165789	No-Change	
FBgn0029975	FBgn0029975	2729.78468356417	0.359090677700781	0.126496466702029	2.83874077326321	0.00452919350798532	0.046431079275332	No-Change	
FBgn0029976	FBgn0029976	2312.61032681578	-0.221273710789872	0.0874323188016414	-2.53079998131901	0.011380272455463	0.0940369881846154	No-Change	
FBgn0029977	FBgn0029977	40.9577042274949	0.329277949603225	0.323595357146407	1.01756079724669	0.308886725694632	0.715551063760847	No-Change	
FBgn0029979	FBgn0029979	2412.67418890656	-0.124184223268932	0.176405694848876	-0.703969468646226	0.481451787418601	0.829118069009729	No-Change	
FBgn0029980	FBgn0029980	309.725135508695	-0.198545853211204	0.183129545287217	-1.0841825271821	0.278283877237451	0.686239299365652	No-Change	
FBgn0029986	FBgn0029986	20.1221838554008	0.777829935851503	0.399147977773636	1.94872573372431	0.0513281869027843	0.269783241513829	No-Change	
FBgn0029987	FBgn0029987	2.89711993096232	1.35277643957066	1.08865641826674	1.24261099909228	0.21401121477468	NA	No-Change	
FBgn0029989	FBgn0029989	8.42352808441117	-0.105011664612335	0.608908910324892	-0.17245874190986	0.863076894518289	0.968837775519903	No-Change	
FBgn0029990	FBgn0029990	18.5576983228087	-0.509778713978114	0.442907509911393	-1.15098232152374	0.249739508521974	0.655711227392163	No-Change	
FBgn0029992	FBgn0029992	916.875734078024	0.0919608209943809	0.110178809575597	0.834650704147275	0.403914404746287	0.782538008098497	No-Change	
FBgn0029993	FBgn0029993	0.429072876967285	-2.08959493296912	3.14798060535008	-0.663789011094223	0.506825359892442	NA	No-Change	
FBgn0029994	FBgn0029994	15.7324705548947	0.0564146821597251	0.476907678984499	0.118292668886883	0.905835765996775	0.98110039581998	No-Change	
FBgn0029995	FBgn0029995	2.00659518362654	-0.155882572787505	1.38105831192878	-0.112871825498664	0.910132173552726	NA	No-Change	
FBgn0029996	FBgn0029996	1315.48057414788	-0.339831244311136	0.1664889976547	-2.04116337474714	0.0412345908195688	0.233213382900803	No-Change	
FBgn0029997	FBgn0029997	213.606697954307	-0.116483004690955	0.168887128069886	-0.689709192300043	0.490377083989149	0.832407680065034	No-Change	
FBgn0029999	FBgn0029999	567.762145080353	0.206085188113728	0.114932666312896	1.79309498965835	0.0729577366590417	0.332724955027088	No-Change	
FBgn0030000	FBgn0030000	384.474664379767	-0.196449623406954	0.145393579382543	-1.35115748742989	0.17664498952104	0.551956826957572	No-Change	
FBgn0030001	FBgn0030001	43.1938453579495	0.656926421702517	0.327767810427061	2.00424325026482	0.0450440096418016	0.246376202414964	No-Change	
FBgn0030003	FBgn0030003	589.452566746294	-0.0252648183407971	0.13540108071543	-0.186592442300337	0.851980192847444	0.965570558700118	No-Change	
FBgn0030004	FBgn0030004	81.3163711092263	0.174634302116193	0.235406916286751	0.74184015011466	0.4581841911821	0.818130912561467	No-Change	
FBgn0030005	FBgn0030005	5.69018034239669	0.72036213209522	0.763975125898996	0.942913070955739	0.345725368588873	0.745437353737657	No-Change	
FBgn0030006	FBgn0030006	117.681223597493	0.0099850406746912	0.187849002759668	0.0531546110333414	0.957608719603825	0.990713460870893	No-Change	
FBgn0030007	FBgn0030007	791.126012401748	0.0720895795464075	0.146879200400812	0.490808632874401	0.623561803616987	0.892756355298033	No-Change	
FBgn0030008	FBgn0030008	210.6225258112	0.080300864281352	0.164704554539162	0.487544892161794	0.625872237540665	0.893787431208138	No-Change	
FBgn0030009	FBgn0030009	0.520966681664235	-0.79944863203755	2.64533980782172	-0.302210184745924	0.762491840720739	NA	No-Change	
FBgn0030010	FBgn0030010	72.7588236297848	0.0636595833508782	0.219643644704481	0.289831210170132	0.771945369900666	0.94760418422602	No-Change	
FBgn0030011	FBgn0030011	23.7108760780917	0.674783605129226	0.403323676471736	1.67305726019413	0.0943160242619434	0.390435182467166	No-Change	
FBgn0030012	FBgn0030012	231.495852368413	0.30526554995339	0.205685009190008	1.48414097437403	0.137771524949086	0.482655780379484	No-Change	
FBgn0030013	FBgn0030013	420.485456720077	-0.124355602034424	0.151452118572049	-0.821088560575439	0.411595825488321	0.789043705110693	No-Change	
FBgn0030014	FBgn0030014	0.516416553913823	-1.18332215940041	2.64245413895816	-0.447811805682638	0.654289022494765	NA	No-Change	
FBgn0030015	FBgn0030015	0.608310358610773	-0.0646674617829015	2.27899381782262	-0.0283754441443311	0.977362709047599	NA	No-Change	
FBgn0030016	FBgn0030016	4.40445927378475	-1.03774683999417	0.988295663707954	-1.05003682410249	0.293701182672081	NA	No-Change	
FBgn0030017	FBgn0030017	101.347786263652	0.0191837137874347	0.242185190913534	0.0792109282779545	0.936864852397814	0.988884487657646	No-Change	
FBgn0030018	FBgn0030018	1464.10740750129	-0.100007354971309	0.113246111931493	-0.883097470329118	0.377183610828468	0.766555564298073	No-Change	
FBgn0030025	FBgn0030025	278.843845541372	0.198462019269691	0.17854484087637	1.11155280822207	0.266330472674979	0.671808910246496	No-Change	
FBgn0030026	FBgn0030026	212.166802951787	0.566070169406643	0.226046748700966	2.50421725886219	0.0122722649573611	0.0991203627197984	No-Change	
FBgn0030027	FBgn0030027	4.20302207649875	-0.286636258304197	0.913001254158853	-0.313949468304153	0.753559418107881	NA	No-Change	
FBgn0030028	FBgn0030028	40.7740837979079	0.244973213827136	0.310265024633467	0.789561163449011	0.429784096611506	0.799442277029982	No-Change	
FBgn0030029	FBgn0030029	6.23144489751771	0.71130398904155	0.72439905743888	0.981922852793835	0.326137856334382	0.730513577998684	No-Change	
FBgn0030030	FBgn0030030	148.828842953647	-0.0896249530699134	0.200247352432165	-0.447571226192737	0.654462673115355	0.90454635901459	No-Change	
FBgn0030033	FBgn0030033	0.159349821020226	-1.17377543037004	3.80556643193639	-0.308436457847559	0.75775024393711	NA	No-Change	
FBgn0030034	FBgn0030034	1314.52773972615	-0.182291363203566	0.148141534756045	-1.23052163259789	0.218501831316284	0.611150884506342	No-Change	
FBgn0030035	FBgn0030035	1446.22009715284	0.177237806235293	0.153376389899512	1.1555742468017	0.247855346966799	0.653077481676585	No-Change	
FBgn0030037	FBgn0030037	713.788951310912	0.727614419885203	0.101689405897371	7.1552627676824	8.35127960609295e-13	7.69588570657131e-11	No-Change	
FBgn0030038	FBgn0030038	1913.97588188106	0.167085405861506	0.131365291332826	1.2719144011806	0.20340353447223	0.593196001380698	No-Change	
FBgn0030039	FBgn0030039	191.90456614459	-0.214077273779883	0.203578092164998	-1.05157323906138	0.292995391020297	0.70071865606399	No-Change	
FBgn0030040	FBgn0030040	2147.21458233241	0.380621255767768	0.159002672249634	2.39380414418567	0.0166746501491157	0.12554856479947	No-Change	
FBgn0030041	FBgn0030041	86.8729127322921	-2.84372968402578	0.34628097977234	-8.21220295118538	2.17166804310977e-16	3.17437959818701e-14	Down	FBgn0030041
FBgn0030048	FBgn0030048	653.442386768395	-0.110991954812403	0.190194211166928	-0.583571677241996	0.559508520115598	0.863036539854155	No-Change	
FBgn0030049	FBgn0030049	2549.63119841153	-0.139884207989815	0.171580462215432	-0.815268860939305	0.414918428884004	0.790735168572772	No-Change	
FBgn0030050	FBgn0030050	4.12237124987337	-1.87352953285396	1.14107686171196	-1.64189599817413	0.10061155935651	NA	No-Change	
FBgn0030051	FBgn0030051	32.9001585230567	1.13549801964037	0.343786889813916	3.30291251145436	0.000956862361053184	0.0132121809397539	Up	
FBgn0030052	FBgn0030052	7009.3434003853	-0.331923415472627	0.145101178192803	-2.28753080854784	0.0221648593004483	0.153524246036929	No-Change	
FBgn0030053	FBgn0030053	499.539698811411	0.338235684853229	0.15153273638737	2.23209646256623	0.0256085881884444	0.168432591669226	No-Change	
FBgn0030054	FBgn0030054	2509.12064511026	-0.321596306440732	0.147545553355579	-2.1796407897546	0.0292840987337153	0.185138396021207	No-Change	
FBgn0030055	FBgn0030055	330.637292104222	-0.19323966681857	0.1479005411934	-1.30655145180221	0.191365093921516	0.575474609586189	No-Change	
FBgn0030056	FBgn0030056	1422.22434232469	0.22701155291396	0.106607586288056	2.1294127446106	0.0332201269532325	0.20183419488349	No-Change	
FBgn0030057	FBgn0030057	350.563503045393	0.32248234332014	0.128337952613664	2.51275898323631	0.0119791143211304	0.0974317196270078	No-Change	
FBgn0030058	FBgn0030058	0.903958789990895	-0.765381017231389	1.94147433502595	-0.39422669845448	0.693413675964926	NA	No-Change	
FBgn0030060	FBgn0030060	626.829104694466	0.0463783034096285	0.115274632538868	0.402328789848805	0.687442069442133	0.919053467397473	No-Change	
FBgn0030061	FBgn0030061	677.150276266407	-0.122309937575591	0.105329573267173	-1.16121174501815	0.245555799564319	0.651722924746868	No-Change	
FBgn0030063	FBgn0030063	237.059923257309	-0.202426838059981	0.170486687123313	-1.18734689186356	0.235090818954985	0.636398635848914	No-Change	
FBgn0030065	FBgn0030065	1609.98618233335	0.0083605036042742	0.189665113559653	0.0440803448107217	0.964840360122628	0.991548546493718	No-Change	
FBgn0030066	FBgn0030066	227.5483092715	-0.269047326035194	0.162919065905077	-1.65141706736737	0.0986534421629774	0.399419237181338	No-Change	
FBgn0030067	FBgn0030067	1941.94355342335	-0.224421205950948	0.134507648088667	-1.66846427797928	0.0952235974948679	0.392276802508013	No-Change	
FBgn0030071	FBgn0030071	45.4073682131677	0.24248465086103	0.317537028037443	0.763642125013643	0.445080538639496	0.810610699588753	No-Change	
FBgn0030073	FBgn0030073	1182.41174443951	-0.180585310834596	0.148624729729623	-1.21504214785195	0.224350016558801	0.62180282778909	No-Change	
FBgn0030074	FBgn0030074	0.907541969532221	1.7488441103784	2.05019056038602	0.853015394846576	0.393650767026564	NA	No-Change	
FBgn0030077	FBgn0030077	383.651938099939	-0.339830227346526	0.231139073693454	-1.47024136558245	0.141496395060994	0.488439103146218	No-Change	
FBgn0030078	FBgn0030078	69.4070779088796	0.382686640367606	1.25421936093579	0.30511938524221	0.76027522745227	0.943891714142544	No-Change	
FBgn0030079	FBgn0030079	2558.07394170198	0.341430156362204	0.174383334738343	1.95792881742117	0.0502383658916199	0.266367020656131	No-Change	
FBgn0030080	FBgn0030080	1.49019090946251	-1.66251429139242	1.64800495144303	-1.00880418468202	0.313068553766803	NA	No-Change	
FBgn0030081	FBgn0030081	247.998291960341	-0.107220664979417	0.143102530638971	-0.749257644156695	0.453701931466419	0.816316845282747	No-Change	
FBgn0030082	FBgn0030082	509.859189610583	0.00916874729542076	0.116294371941148	0.078840851387552	0.937159210450318	0.988884487657646	No-Change	
FBgn0030085	FBgn0030085	1.79113801288999	-0.423453093045721	1.34492450281305	-0.314852686645254	0.752873506397487	NA	No-Change	
FBgn0030086	FBgn0030086	6815.86206352922	0.106177717199575	0.166256705352975	0.638637202476448	0.523058973695805	0.850785402298372	No-Change	
FBgn0030087	FBgn0030087	2501.53113589347	0.0830009732185614	0.141539392119377	0.586416063936158	0.557595951846371	0.862016498860965	No-Change	
FBgn0030088	FBgn0030088	163.060471850218	0.0784390847065954	0.182114075889543	0.430714014408038	0.666676327458451	0.909964610058719	No-Change	
FBgn0030089	FBgn0030089	2373.79606561049	0.000795049355512584	0.129454096589701	0.00614155423781188	0.995099779499318	0.997688733514098	No-Change	
FBgn0030090	FBgn0030090	158.362101598493	-0.764366931569798	0.226021062977503	-3.3818393803673	0.000720022311383092	0.0104705817425486	No-Change	
FBgn0030091	FBgn0030091	958.562639294913	0.0487515890349794	0.108695805811193	0.448513985163898	0.653782295349766	0.904498417097799	No-Change	
FBgn0030092	FBgn0030092	169.799553319444	0.0778918010371557	0.181580952940889	0.428964601053241	0.667948986104074	0.911075039152278	No-Change	
FBgn0030093	FBgn0030093	1841.29001459502	0.00975664395947455	0.158917028349009	0.0613945784214344	0.951044970009584	0.990032178654546	No-Change	
FBgn0030096	FBgn0030096	499.239905486955	-0.0653772768260573	0.144596183329471	-0.452136946637736	0.65117032861232	0.903984047423656	No-Change	
FBgn0030097	FBgn0030097	0.738508420742181	0.256002081808355	2.18485777743756	0.117171050881215	0.90672450692165	NA	No-Change	
FBgn0030098	FBgn0030098	1.21003440922438	0.0667613716429236	1.57163619618525	0.0424788967096648	0.966116934548951	NA	No-Change	
FBgn0030099	FBgn0030099	337.4030007617	0.0952953039535263	0.151710637115132	0.628138578583698	0.529913162557654	0.852337426490733	No-Change	
FBgn0030100	FBgn0030100	52.8062297210751	0.173173497672451	0.256614793115387	0.67483832701174	0.499778486954043	0.837125147425737	No-Change	
FBgn0030101	FBgn0030101	66.5812841985257	0.299994478819867	0.255118543236886	1.1759022884562	0.239633924297993	0.642272356366684	No-Change	
FBgn0030102	FBgn0030102	0.909229119153836	1.34422538771078	1.96226948614667	0.685036075422264	0.493321156625295	NA	No-Change	
FBgn0030103	FBgn0030103	0.6975778205876	0.982941284415914	2.19087352716402	0.448652682242357	0.653682223601995	NA	No-Change	
FBgn0030105	FBgn0030105	0.693027692837188	0.41585598181347	2.15065425176288	0.193362546058994	0.846675045773005	NA	No-Change	
